city,country,x3 (McMeal),x9 (milk),x10 (bread),x11 (rice),x12 (eggs),x13 (cheese local),x14 (chicken fillets),x15 (beef round),x16 (apples),x17 (bananas),x18 (oranges),x19 (tomatoes),x20 (potatoes),x21 (onions),x22 (lettuce),x23 (water 1.5L),x28 (One-Way ticket transit),x29 (monthly pass transit),x30 (taxi start),x31 (taxi 1km),x32 (Taxi 1hr wait),x33 (Gas 1L),x34 (Volkswagen Golf),x35 (Toyota Corolla Sedan),x36 (basic utilities),x48 (apartment 1BR city center),x49 (apartment 1BR outside center),x50 (apartment 3BR city center),x51 (apartment 3BR outside center),x52 (price per sqm city center),x53 (price per sqm outside center),x54 (average monthly net salary),data_quality,NaN_tot,food_index,housing_index,transport_index,avg_transit_cost,x31b (taxi 8km),avg_taxi_cost,avg_personal_cost
Tripoli,Libya,4.12,0.92,0.36,1.09,1.46,6.08,4.03,8.33,1.83,1.15,0.83,0.6,0.62,0.57,0.51,0.27,0.25,22.79,1.03,0.62,6.17,0.03,12345.68,11016.24,18.26,250.16,151.83,488.68,265.2,1319.36,460.78,298.35,1,0,45.212472406181014,22.249711736667024,57.707617625277585,11.52,4.96,4.053333333333334,7787.316666666667
Tegucigalpa,Honduras,6.0,0.98,1.55,1.33,1.81,3.44,3.38,6.13,3.51,1.73,2.02,1.6,1.39,1.47,0.82,1.02,0.5,53.82,3.2,2.73,5.0,1.08,20000.0,21932.28,72.91,435.5,288.06,965.03,536.93,1165.03,836.26,516.15,1,0,52.67660044150111,32.38279864344895,103.60618184276107,27.16,21.84,10.013333333333334,13977.786666666667
Guwahati,India,5.22,0.75,0.4,0.56,1.02,4.89,3.19,5.84,2.22,0.99,1.55,0.72,0.39,0.5,0.45,0.32,0.37,12.28,1.23,0.34,1.71,1.21,14738.11,17931.37,29.08,118.21,77.53,291.69,184.23,809.83,648.49,491.27,1,0,40.0248344370861,16.260687960873007,80.63447565396166,6.324999999999999,2.72,1.8866666666666667,10890.23
Ufa,Russia,5.6,1.07,0.75,1.52,1.6,12.49,4.41,8.98,1.72,1.3,1.89,2.1,0.85,0.64,1.52,0.6,0.48,16.13,1.6,0.28,5.76,0.81,40928.01,38194.18,122.75,428.95,283.0,720.0,456.38,2200.0,1586.67,630.27,1,0,64.90066225165565,43.66502256776166,195.24799453730665,8.305,2.24,3.1999999999999997,26374.333333333332
Tbilisi,Georgia,7.39,1.69,0.61,2.22,2.39,7.49,6.42,9.46,1.23,1.64,1.6,1.36,0.78,0.67,1.06,0.62,0.37,14.79,1.48,0.74,4.44,1.42,18484.29,20911.89,74.47,797.36,529.24,1478.45,952.22,1797.34,956.68,477.11,1,0,64.33498896247241,49.599820452048135,97.24358964870915,7.579999999999999,5.92,3.9466666666666668,13132.533333333333
Copenhagen,Denmark,12.05,1.84,2.87,2.54,4.35,11.71,10.44,15.0,2.78,2.52,2.6,3.98,1.76,1.43,1.81,1.15,3.4,73.71,6.38,2.27,85.05,2.2,39690.41,38304.11,203.32,1765.18,1309.91,2669.65,2014.9,7808.48,5450.68,3670.25,1,0,108.76103752759383,159.8317189833549,192.83112768207047,38.555,18.16,36.53,25998.906666666666
Krasnoyarsk,Russia,4.82,1.25,0.77,1.76,1.68,10.56,5.79,8.32,2.08,1.82,2.24,2.98,1.0,0.74,0.8,0.72,0.51,24.0,1.76,0.32,4.8,0.82,46400.01,28800.0,99.44,378.67,266.67,760.0,496.0,2006.4,1536.0,736.0,1,0,65.30077262693158,41.74776073427882,185.59002466402117,12.255,2.56,3.0400000000000005,25066.943333333333
Salt Lake City,United States,8.5,0.93,3.32,2.99,3.17,11.96,9.15,13.03,3.77,1.33,3.23,2.99,1.61,2.09,1.83,2.1,2.5,85.0,2.88,1.55,35.62,1.27,23000.0,27522.25,117.1,1606.0,1300.75,2777.53,2127.84,3725.6,2574.11,4396.98,1,0,99.33774834437088,107.16339089562345,124.95089644515424,43.75,12.4,16.966666666666665,16841.173333333336
Cologne,Germany,9.48,1.1,1.94,2.19,2.73,12.26,10.29,14.05,2.77,1.67,2.3,1.41,1.91,1.22,1.61,0.65,3.16,101.16,3.95,2.16,31.61,2.2,24441.62,28978.78,279.73,921.15,700.43,1712.34,1265.2,6019.52,4662.82,2480.27,1,0,93.23951434878587,117.19713898171307,132.1383691551228,52.16,17.28,17.613333333333333,17807.533333333333
Yerevan,Armenia,6.32,1.38,0.66,2.38,2.33,7.36,6.68,10.68,1.2,1.7,1.78,2.08,0.78,0.74,0.59,0.63,0.25,10.99,1.52,0.25,3.03,1.32,24004.06,27714.87,94.01,976.89,667.76,1590.98,951.12,2317.05,1094.75,526.47,1,0,65.24558498896248,57.93554499656947,127.62802077520712,5.62,2.0,2.183333333333333,17240.083333333332
Nashville,United States,8.59,1.05,3.91,4.85,3.38,14.58,16.9,17.2,5.94,1.96,5.03,5.25,3.85,2.64,2.36,2.37,3.69,67.5,7.0,1.25,45.0,1.08,25000.0,25343.75,190.35,2078.57,1588.46,3923.08,2626.67,4855.87,2456.47,4812.25,1,0,137.7759381898455,133.4519524710061,124.50241484400095,35.595,10.0,20.666666666666668,16781.61
Richmond,United States,9.5,0.92,2.52,3.34,2.2,11.16,8.03,12.95,4.33,1.16,3.98,4.11,2.26,2.31,1.49,1.93,1.88,43.5,3.0,1.55,22.5,1.15,22472.5,21543.75,153.72,1506.5,1282.5,2088.89,1820.0,4133.34,1489.01,5760.89,1,0,99.59988962472407,93.94605578187334,108.76500304168215,22.69,12.4,12.633333333333333,14672.466666666667
Memphis,United States,8.0,0.99,2.33,3.29,2.97,9.3,7.53,15.01,4.14,1.58,4.12,4.47,2.39,2.16,1.65,1.59,1.75,42.5,2.0,1.86,20.0,1.08,23597.5,20042.6,184.3,1408.33,983.33,2337.5,1587.5,742.71,1980.56,4647.22,1,0,98.67549668874175,69.47112433620354,107.82625062967509,22.125,14.88,12.293333333333335,14547.06
Edmonton,Canada,8.89,1.97,2.22,3.05,2.69,10.75,11.14,13.37,3.79,1.39,3.39,3.67,2.01,1.76,2.4,1.68,2.59,74.11,2.74,1.22,22.23,1.26,22234.49,18299.17,189.4,906.92,745.74,1535.36,1153.16,2200.36,1841.51,3403.02,1,0,102.33167770419426,64.56232550748278,100.24923045195007,38.35,9.76,11.576666666666668,13511.64
Bishkek,Kyrgyzstan,3.85,0.7,0.37,1.2,1.53,6.59,4.52,6.16,0.9,1.53,1.7,1.27,0.49,0.38,0.34,0.37,0.18,5.92,0.71,0.2,2.37,0.75,19242.16,21906.45,34.36,340.69,210.16,668.28,442.08,915.0,776.65,267.61,1,0,44.01214128035321,25.51042003224935,101.53431032262554,3.05,1.6,1.5599999999999998,13716.453333333333
Nur-Sultan,Kazakhstan,4.25,0.86,0.36,0.84,1.44,7.64,4.1,6.11,1.14,1.5,1.65,1.76,0.54,0.34,0.76,0.51,0.19,14.88,1.28,0.32,4.25,0.43,18704.64,24021.73,45.61,405.89,269.23,825.57,510.13,1028.41,748.41,564.52,1,0,46.633554083885215,28.869638697403715,105.45415792768935,7.535,2.56,2.6966666666666668,14242.266666666668
Tunis,Tunisia,4.65,0.43,0.16,0.8,1.09,8.65,4.59,9.45,1.54,1.85,0.81,0.55,0.52,0.44,0.33,0.24,0.22,13.94,0.17,0.31,4.65,0.7,35470.88,30687.37,51.92,214.2,160.28,414.85,279.51,888.43,681.54,258.3,1,0,49.80684326710818,20.264893480014372,163.2548021821171,7.08,2.48,2.4333333333333336,22052.983333333334
Kathmandu,Nepal,7.69,0.76,0.5,0.8,1.56,7.93,3.27,3.99,2.21,0.98,1.31,0.64,0.48,0.6,0.31,0.25,0.19,4.61,2.31,0.77,3.84,1.17,29217.22,47611.06,26.28,173.88,107.77,356.25,218.87,1847.25,886.59,201.45,1,0,45.91611479028698,27.24015065760191,189.559136172138,2.4000000000000004,6.16,4.1033333333333335,25609.816666666666
Perm,Russia,6.4,1.07,0.66,1.66,1.67,11.27,5.15,11.2,1.89,1.45,1.8,2.63,0.99,0.73,1.96,0.79,0.53,15.84,0.96,0.16,4.8,0.83,32000.01,34185.61,97.34,336.0,209.78,656.0,416.0,1946.67,1360.0,651.11,1,0,70.8057395143488,37.820977738012125,163.33004249474183,8.185,1.28,2.3466666666666667,22062.149999999998
Voronezh,Russia,6.19,1.23,0.74,1.67,1.56,11.38,5.14,9.94,1.37,1.34,1.69,2.07,0.77,0.73,1.42,0.68,0.37,24.0,1.92,0.19,5.76,0.83,35659.21,31760.01,116.99,306.37,208.83,586.4,331.82,1790.86,1282.67,666.28,1,0,66.11479028697573,34.824620663529096,166.39775038865938,12.185,1.52,3.0666666666666664,22473.350000000002
Raleigh,United States,8.0,0.93,3.43,4.33,3.22,8.93,9.32,15.49,4.75,1.44,5.08,3.97,2.41,2.14,1.54,2.07,1.62,20.0,3.0,1.86,20.0,1.14,22747.5,21525.0,188.64,1676.33,1277.78,3245.44,2532.56,5227.67,3280.84,4947.71,1,0,106.30518763796913,131.2662724745609,109.33310440543131,10.81,14.88,12.626666666666667,14757.88
Cartagena,Colombia,4.51,0.95,0.88,0.7,1.79,3.37,3.09,5.03,1.93,0.57,1.08,0.8,0.57,0.7,0.66,0.73,0.57,20.98,1.68,1.53,4.51,0.5,7762.57,14818.82,94.26,479.08,393.93,632.02,544.86,2115.44,959.08,331.84,1,0,37.748344370860934,39.30375461579073,55.77936876091292,10.775,12.24,6.1433333333333335,7527.296666666666
Chandigarh,India,3.38,0.66,0.47,0.81,1.08,4.07,3.02,8.6,1.57,0.82,0.94,0.51,0.34,0.36,0.53,0.36,0.25,9.83,0.8,0.18,1.23,1.21,9825.41,22209.52,71.05,152.84,101.32,425.77,247.17,1263.36,637.65,634.56,1,0,37.96909492273731,21.83465772541967,79.06012761743779,5.04,1.44,1.1566666666666667,10678.713333333333
Managua,Nicaragua,5.5,1.0,1.46,1.09,1.92,3.8,5.06,6.29,4.81,1.07,1.71,1.53,1.49,1.21,0.75,0.71,0.1,10.0,2.0,1.06,6.1,1.25,19000.0,23250.0,68.97,235.71,181.25,458.28,384.1,905.56,737.02,358.51,1,0,54.35982339955849,22.37488316956361,104.27693072809434,5.05,8.48,5.526666666666666,14083.75
Odesa,Ukraine,4.08,0.92,0.57,1.36,1.31,6.83,3.67,5.39,0.62,1.03,1.23,1.55,0.49,0.54,0.56,0.47,0.41,11.97,1.5,0.27,4.08,1.19,16997.75,16929.94,86.07,263.88,171.05,513.88,281.48,1159.83,752.12,337.09,1,0,42.246136865342166,24.313609418434844,83.74397275757967,6.19,2.16,2.58,11309.626666666665
Shymkent,Kazakhstan,6.38,0.8,0.3,0.84,1.32,5.74,3.61,6.04,0.95,1.85,1.86,0.96,0.5,0.47,0.52,0.44,0.21,13.82,0.96,0.43,3.19,0.45,22318.04,27135.9,77.87,205.29,144.0,426.93,294.03,706.32,533.41,325.31,1,0,44.950331125827816,17.983790977263535,122.04472086830775,7.015000000000001,3.44,2.53,16484.796666666665
Islamabad,Pakistan,3.58,0.74,0.46,1.04,1.02,4.52,2.42,3.91,0.93,0.53,0.69,0.58,0.31,0.34,0.3,0.32,0.2,5.36,0.67,0.18,2.24,1.05,15645.95,17471.07,82.57,168.66,107.29,411.47,230.63,586.6,416.56,218.01,1,0,29.92549668874172,15.0912162340269,81.72015636170413,2.7800000000000002,1.44,1.45,11039.356666666667
Louisville,United States,8.0,0.66,2.78,4.53,2.54,9.68,8.15,14.04,5.35,1.62,4.68,4.98,2.7,3.33,1.4,2.05,1.8,35.0,2.85,1.43,12.0,1.14,25000.0,24003.12,194.69,1212.5,905.0,1857.14,1412.5,3395.26,1226.74,4226.39,1,0,105.53256070640178,76.84885813075823,121.01933108648491,18.4,11.44,8.763333333333334,16334.753333333332
New Orleans,United States,8.0,1.12,3.93,4.53,3.27,13.34,12.69,16.49,4.87,1.66,4.13,5.68,3.62,3.19,1.99,1.89,1.5,45.0,4.0,2.8,29.5,1.04,29000.0,25285.71,195.88,1614.38,1126.71,2998.33,2175.0,4036.47,2739.42,3405.25,1,0,124.72406181015454,112.11346165288047,134.12399800872197,23.25,22.4,18.633333333333333,18095.583333333332
Volgograd,Russia,5.15,1.27,0.7,1.71,1.58,12.16,5.21,9.6,1.36,1.41,1.81,3.09,0.91,0.64,1.28,0.64,0.48,19.2,0.96,0.18,6.72,0.84,27200.0,28800.0,125.45,304.0,218.67,480.0,360.0,3080.0,1104.0,488.0,1,0,66.94260485651216,42.71885607469316,138.2161582641739,9.84,1.44,3.0399999999999996,18666.946666666667
Ottawa,Canada,8.89,1.85,2.18,3.03,2.91,11.17,11.6,12.1,3.48,1.21,2.93,3.36,1.66,1.8,1.97,1.51,2.74,91.72,2.96,1.38,17.79,1.43,21122.77,19163.27,119.98,1271.64,1000.55,2040.48,1612.0,4884.05,3616.54,3319.71,1,0,98.8548565121413,109.54563974878351,99.67259362978511,47.23,11.04,10.596666666666666,13429.156666666668
Arequipa,Peru,4.57,1.16,1.52,0.95,1.72,5.53,4.18,5.59,1.2,0.85,0.93,0.85,0.7,0.57,0.57,0.7,0.26,13.62,1.31,1.57,4.57,1.1,19318.63,17643.37,37.96,234.96,174.04,565.64,343.73,1501.11,1113.87,379.47,1,0,43.58443708609272,29.909420167060937,91.23672378516498,6.9399999999999995,12.56,6.146666666666667,12321.033333333333
Stockholm,Sweden,8.72,1.44,2.79,2.76,3.74,9.59,11.81,18.43,3.01,2.44,2.54,3.94,1.37,1.29,2.26,1.45,3.78,93.94,4.84,2.76,50.6,2.16,27115.49,26837.42,102.95,1375.6,1019.86,2301.49,1607.85,11124.31,6758.16,3021.18,1,0,107.03642384105963,182.93872700200865,133.4861575093039,48.86,22.08,25.84,17985.023333333334
Jerusalem,Israel,15.27,1.79,2.16,2.77,3.87,14.17,10.01,20.36,3.3,1.96,1.76,1.76,1.33,1.11,1.88,1.6,1.76,62.54,3.52,1.03,29.15,2.03,39606.0,40755.21,154.97,1291.82,1010.09,1996.45,1606.77,11468.34,9060.68,2811.67,1,0,117.41169977924946,200.25260227793936,198.48947054995486,32.15,8.24,13.636666666666665,26787.746666666662
Zagreb,Croatia,6.98,1.22,1.13,2.43,2.64,8.61,9.23,11.61,1.38,1.45,1.54,2.27,0.97,1.01,0.96,1.05,0.56,50.26,2.09,0.77,6.28,1.81,25825.73,24190.52,201.27,580.82,427.72,976.34,688.23,3748.36,2541.08,1140.62,1,0,75.1655629139073,69.01615404370757,123.53724198123284,25.41,6.16,4.843333333333334,16672.686666666665
Colombo,Sri Lanka,3.25,1.15,0.64,0.66,1.77,7.4,4.03,5.89,4.27,0.76,3.18,1.42,1.02,0.74,0.83,0.4,0.11,4.07,0.27,0.27,0.49,1.17,24406.97,28672.95,23.56,295.76,109.14,549.78,221.96,1734.36,1114.33,156.15,1,0,51.61423841059602,30.49370414805476,130.95835436361745,2.0900000000000003,2.16,0.9733333333333333,17693.696666666667
Lilongwe,Malawi,4.87,0.84,0.53,0.8,1.58,14.12,2.34,3.38,2.57,1.34,2.37,1.58,1.78,1.78,0.57,0.52,0.49,44.64,4.87,0.39,0.97,1.03,26777.02,26777.02,53.55,350.54,163.1,632.91,596.4,10507.21,584.23,292.11,1,0,56.52593818984548,97.06389391608091,132.2414607178962,22.565,3.12,2.986666666666667,17851.69
Dushanbe,Tajikistan,4.96,0.72,0.41,1.58,1.56,5.77,3.9,6.84,1.15,2.24,2.3,1.19,0.44,0.31,0.42,0.43,0.25,6.95,0.99,0.3,2.38,0.94,14392.29,21839.84,31.26,376.03,186.15,631.14,330.47,835.59,381.24,163.81,1,0,47.21302428256071,20.876064465547355,89.41001233941128,3.6,2.4,1.9233333333333331,12077.69
Pretoria,South Africa,4.56,1.0,0.84,1.31,1.7,6.45,4.3,6.77,1.31,1.23,1.18,1.37,1.17,1.11,0.94,0.94,2.28,47.05,1.14,1.28,4.56,1.25,17421.68,20896.36,95.97,299.65,338.21,707.13,700.95,439.11,617.62,1382.39,1,0,49.91721854304637,24.090153557180823,94.66859479218625,24.665,10.24,5.3133333333333335,12773.096666666666
Amsterdam,Netherlands,10.54,1.25,1.65,2.1,3.75,13.9,10.12,20.98,2.49,1.81,1.91,3.17,1.86,1.19,1.05,1.05,3.37,104.85,5.27,2.6,48.47,2.25,28440.58,31264.62,281.94,1799.7,1544.37,3034.43,2242.46,9815.34,6524.16,3655.44,1,0,108.74724061810157,190.10995052640538,147.6979917990526,54.11,20.8,24.846666666666664,19902.483333333334
Winnipeg,Canada,8.22,1.34,1.94,2.95,2.78,9.22,10.68,13.14,3.62,1.38,3.53,3.76,2.56,2.35,2.26,1.59,2.3,77.08,2.78,1.19,23.2,1.4,20011.04,19189.0,145.32,817.87,843.69,1349.06,1295.92,3038.71,2649.61,2145.63,1,0,98.39955849889625,76.36948618708385,96.9687034836018,39.69,9.52,11.833333333333334,13067.146666666667
Helsinki,Finland,9.72,1.05,2.35,2.32,2.51,7.66,10.98,18.34,2.43,1.77,2.3,3.7,1.17,1.49,1.96,1.71,2.95,68.49,7.27,1.37,56.27,2.35,31612.36,32816.64,108.82,1044.71,842.09,2115.81,1461.38,8746.09,4814.3,2874.65,1,0,98.5927152317881,144.09928158225128,159.2817683101618,35.72,10.96,24.833333333333332,21477.116666666665
Panama City,Panama,6.5,1.58,2.17,1.96,2.13,7.79,7.2,8.13,2.98,1.24,2.97,3.31,1.87,1.96,2.26,1.5,0.35,27.5,2.0,1.75,20.0,1.07,25000.0,20431.25,98.85,908.95,516.18,1784.21,977.78,2200.0,1303.12,804.44,1,0,76.64183222958059,58.66254851146163,112.20407738355142,13.925,14.0,12.0,15144.106666666667
Athens,Greece,7.38,1.62,1.15,2.31,3.87,10.75,8.93,11.64,1.96,1.86,1.21,1.99,1.1,0.99,0.92,0.9,1.26,31.61,3.69,0.84,15.81,2.27,23182.39,23864.69,265.12,521.69,465.4,905.38,871.7,2647.22,2564.55,960.36,1,0,80.82229580573951,62.06650353710972,116.19709310902348,16.435,6.72,8.74,15683.116666666667
Oslo,Norway,12.33,2.12,3.54,3.31,4.14,12.29,14.16,27.69,2.98,2.21,2.95,3.85,2.21,2.65,2.5,2.31,4.01,83.64,10.63,1.64,51.38,2.22,35962.76,34816.07,244.58,1436.01,1174.52,2334.05,1863.35,9925.38,7484.46,3645.72,1,0,139.67991169977924,184.23510237773002,174.98269472809633,43.825,13.12,25.043333333333333,23593.683333333334
Skopje,North Macedonia,4.24,1.2,0.79,1.26,2.03,6.72,6.25,9.83,0.86,1.19,1.1,1.64,0.67,0.68,0.46,0.46,0.68,25.47,0.85,0.59,5.09,1.59,18821.29,20735.8,134.82,293.68,204.54,465.83,325.61,1737.11,1234.75,480.82,1,0,54.332229580573966,33.11047998198495,97.66774766027295,13.075,4.72,3.5533333333333332,13186.226666666667
Chisinau,Moldova,4.87,0.91,0.41,1.24,1.88,7.83,4.33,6.3,0.67,1.4,1.31,1.52,0.54,0.44,1.22,0.6,0.31,12.0,1.54,0.23,3.08,1.49,15430.7,20659.71,145.96,317.16,231.35,566.61,401.81,1193.72,809.59,448.7,1,0,48.93763796909493,27.6115227006904,89.07727747492525,6.155,1.84,2.1533333333333333,12030.633333333333
Quebec City,Canada,9.63,1.54,2.43,3.28,2.65,11.9,8.89,13.75,2.87,1.36,2.73,3.4,2.43,1.57,1.7,0.95,2.59,65.96,2.59,1.3,28.9,1.44,18528.74,16075.54,96.59,721.93,588.1,1242.85,929.81,7736.1,1752.82,3012.07,1,0,98.06843267108171,98.42149936096294,85.61868998968343,34.275,10.4,13.963333333333333,11535.24
Rabat,Morocco,5.01,0.73,0.43,1.36,1.31,8.32,4.9,7.91,1.26,1.11,0.53,0.59,0.46,0.51,0.35,0.55,0.57,23.61,0.5,0.68,3.78,1.27,23611.64,20935.49,37.51,436.3,251.44,891.15,499.36,2142.23,1106.43,427.64,1,0,48.7444812362031,40.40145235012755,109.96813264398409,12.09,5.44,3.24,14849.466666666667
Riga,Latvia,7.38,1.39,1.17,2.2,2.49,10.19,7.37,10.84,1.41,1.6,1.95,2.91,0.9,0.63,1.41,0.75,1.21,52.69,2.47,0.8,10.54,2.01,22974.81,23156.05,304.7,459.6,339.04,845.4,564.81,2479.81,1481.87,1091.09,1,0,75.3173289183223,48.767377703669055,113.972002709638,26.95,6.4,6.47,15377.623333333331
Kingston,Jamaica,6.5,3.39,2.73,0.92,2.9,13.42,5.77,6.01,4.22,2.72,4.07,2.41,2.02,2.22,1.93,1.07,0.97,32.48,2.27,2.6,9.42,1.33,38977.2,34144.74,133.62,634.86,333.67,1292.02,747.06,1817.15,1882.24,584.66,1,0,85.95474613686535,51.5192663839389,180.50523499893185,16.724999999999998,20.8,10.83,24374.42333333333
Vilnius,Lithuania,6.32,1.42,1.38,2.17,2.32,9.98,6.66,9.98,1.37,1.43,1.75,2.66,0.79,0.65,1.31,0.78,0.79,31.09,1.32,0.74,8.96,1.95,23880.5,24019.54,205.18,773.15,533.76,1370.04,838.95,4120.85,2650.33,1276.18,1,0,70.32284768211922,79.02113228180293,118.27503319207892,15.94,5.92,5.400000000000001,15967.330000000002
Dublin,Ireland,10.01,1.27,1.87,1.5,3.27,9.25,9.63,11.22,2.66,1.88,2.5,3.15,1.7,1.11,1.02,1.44,2.11,126.45,4.21,1.58,27.4,2.14,31612.36,31480.34,234.35,2018.71,1763.81,3651.89,2922.46,7746.63,4730.37,3177.2,1,0,87.58278145695367,173.7353881933665,156.0473969565417,64.28,12.64,14.75,21031.61333333333
Tallinn,Estonia,7.38,1.01,1.13,2.04,2.36,9.54,7.48,13.83,1.76,1.25,2.05,2.77,0.99,0.75,1.35,0.89,1.58,31.61,3.16,0.84,12.64,2.06,24236.14,24997.61,305.91,700.34,507.55,1296.11,862.75,4241.03,2799.79,1423.7,1,0,78.06291390728478,80.68722279837233,121.58252332819725,16.595,6.72,7.506666666666667,16411.936666666665
Asuncion,Paraguay,4.85,0.83,0.72,1.0,1.78,6.61,3.55,6.17,1.64,0.91,0.97,1.52,0.88,0.72,0.47,0.57,0.5,23.28,1.08,1.39,6.93,1.17,16487.29,24973.39,53.69,360.84,251.99,647.52,489.93,1286.16,705.52,354.73,1,0,45.791942604856516,28.586459041753187,102.36390260893933,11.89,11.12,6.376666666666666,13820.616666666667
Lisbon,Portugal,7.38,0.88,1.33,1.28,2.67,8.98,6.94,10.89,1.95,1.3,1.51,2.03,1.22,1.24,1.25,0.81,1.95,42.15,3.69,0.53,15.7,2.12,29504.87,31189.24,130.77,1242.34,813.4,2149.25,1329.07,5757.09,3206.32,1125.31,1,0,71.2748344370861,110.1707437758844,149.8891870543245,22.05,4.24,7.876666666666666,20232.076666666664
Beirut,Lebanon,6.1,6.81,1.51,2.71,1.88,16.29,6.71,68.01,3.42,2.68,1.47,1.81,1.53,1.06,0.88,0.61,1.91,80.0,5.0,1.2,20.0,1.31,22000.0,21328.57,278.36,718.75,423.05,1477.78,882.3,3928.57,1476.22,370.25,1,0,170.36423841059604,69.17589448244024,107.15698188163934,40.955,9.6,11.533333333333333,14443.293333333335
Tirana,Albania,5.86,1.41,0.77,1.5,2.7,7.57,5.8,9.27,1.02,1.79,1.3,1.32,0.81,0.78,0.86,0.56,0.36,14.42,2.7,2.7,9.77,2.13,18022.08,19904.0,92.68,431.27,257.35,801.88,465.11,2213.03,1035.74,463.59,1,0,59.76821192052982,39.89413900957916,93.63881393638074,7.39,21.6,11.356666666666667,12642.73666666667
Kitchener,Canada,8.89,1.77,2.34,2.68,2.91,11.51,10.7,15.56,2.91,1.1,3.75,3.93,1.48,1.77,1.85,1.47,2.66,66.7,2.59,1.56,25.94,1.41,18667.34,18975.55,152.05,1289.29,1159.47,1780.81,1650.29,5966.09,5661.11,3369.02,1,0,102.95253863134658,132.9973587472012,93.10988687310635,34.68,12.48,13.670000000000002,12548.1
Bratislava,Slovakia,7.38,0.96,1.3,1.54,2.68,11.47,6.51,12.32,1.62,1.6,2.01,3.39,1.08,0.94,1.22,0.74,0.95,31.61,4.21,1.05,16.44,1.88,24236.14,23901.37,219.17,680.69,517.32,1228.02,884.16,5005.29,3616.4,1279.31,1,0,78.3112582781457,91.51409986149804,118.8886981156372,16.28,8.4,9.683333333333334,16046.463333333333
Halifax,Canada,8.89,1.8,2.26,4.3,3.41,9.39,11.43,11.47,3.82,1.66,3.73,3.9,2.62,2.52,2.6,1.43,2.04,61.14,2.78,1.3,22.23,1.42,22234.49,20121.54,140.5,1217.45,973.06,1919.75,1504.86,3764.62,2099.92,3072.15,1,0,103.7941501103753,87.51576881393666,104.71216510043473,31.59,10.4,11.803333333333333,14119.15
Canberra,Australia,8.94,1.4,1.97,1.82,3.66,8.66,7.32,14.4,2.92,2.42,2.74,5.03,2.0,1.59,2.19,1.48,2.19,71.36,3.56,1.47,35.34,1.37,20387.39,18231.66,147.67,1536.53,1309.63,2664.05,1902.05,5188.42,3625.1,4432.43,1,0,94.56401766004416,123.3145726811465,95.55356888238288,36.775,11.76,16.886666666666667,12873.473333333333
Wellington,New Zealand,9.3,1.97,2.0,2.14,4.23,9.83,10.15,14.52,2.95,2.15,3.09,5.42,2.08,1.85,2.53,1.16,2.36,96.21,2.41,1.86,42.33,1.81,22448.99,20483.9,138.14,1415.61,1162.41,2269.15,1963.28,6230.66,4947.94,3549.49,1,0,103.98730684326713,136.52264420509738,106.27353726665018,49.285,14.88,19.87333333333333,14311.566666666668
Victoria,Canada,8.89,2.49,2.68,3.52,3.61,12.2,12.78,13.45,3.65,1.27,3.88,4.78,2.67,2.47,2.52,1.88,1.85,63.0,2.72,1.89,30.88,1.59,23716.79,19371.8,97.44,1488.87,1206.06,2519.91,2060.06,7659.7,5498.61,3521.25,1,0,114.15562913907287,154.6239999276988,106.54649925327074,32.425,15.12,16.24,14363.393333333333
Windhoek,Namibia,5.0,1.14,0.72,1.37,1.82,5.93,4.57,5.01,1.68,1.63,1.48,1.32,1.55,1.07,1.44,1.21,0.71,22.44,0.79,0.82,2.06,1.07,8576.33,11435.11,92.44,382.36,291.58,825.89,596.26,857.63,657.52,564.61,1,0,50.96578366445917,27.893798591482472,49.43493291771078,11.575000000000001,6.56,3.1366666666666667,6670.836666666667
Nicosia,Cyprus,6.32,1.49,2.0,2.44,3.11,10.37,7.73,9.05,2.8,1.77,2.12,2.4,1.11,0.83,0.44,0.98,2.11,42.15,3.95,1.32,31.61,1.54,18967.41,25447.95,164.68,635.41,524.39,1188.76,890.41,2212.86,1592.33,1449.65,1,0,75.82781456953644,54.29246885212072,109.77201445206057,22.13,10.56,15.373333333333335,14805.633333333333
Nassau,Bahamas,8.0,4.62,5.01,4.49,4.97,7.44,7.38,13.6,5.15,2.75,4.59,4.57,5.42,3.64,2.97,2.16,1.25,60.0,5.5,2.86,95.0,1.65,37500.0,44500.0,261.63,1050.0,950.0,2229.25,3055.56,1904.86,1348.55,1817.33,1,0,119.70198675496688,81.33770755524827,202.69557670836213,30.625,22.88,41.126666666666665,27333.88333333333
Ljubljana,Slovenia,6.53,1.14,1.64,1.92,2.73,11.55,8.73,11.3,2.02,1.42,2.03,2.97,0.95,1.28,1.51,0.76,1.37,38.99,2.05,1.1,17.89,1.63,22107.57,24364.7,253.55,703.57,570.38,1308.92,987.2,4634.13,3439.27,1392.17,1,0,80.68432671081679,89.60090496987829,114.79772197002329,20.18,8.8,9.58,15491.300000000001
Sarajevo,Bosnia And Herzegovina,5.11,0.97,0.71,1.49,2.02,7.15,6.91,8.8,1.06,1.35,1.41,1.45,0.75,0.86,1.03,0.59,0.97,28.49,1.08,0.73,5.38,1.73,21501.13,19965.41,157.04,280.46,192.29,485.07,319.67,2080.75,1291.5,755.85,1,0,57.477924944812365,36.201657052867986,102.3883002053937,14.729999999999999,5.84,4.1000000000000005,13822.756666666668
